  itmf,  dt,  <f_i>,  <CW sin theta>,  <Current>,  <Lorenz force>
  9810, 4.226199E-05, 1.534835E-03, 6.384427E-01, 8.859944E+00, 8.890950E+02
  9820, 4.185824E-05, 1.533302E-03, 6.379745E-01, 8.856891E+00, 8.885622E+02
  9830, 3.956169E-05, 1.531825E-03, 6.370771E-01, 8.846903E+00, 8.836139E+02
  9840, 4.021900E-05, 1.530364E-03, 6.381954E-01, 8.862310E+00, 8.906762E+02
  9850, 4.115525E-05, 1.529901E-03, 6.373332E-01, 8.854743E+00, 8.881720E+02
  9860, 4.158323E-05, 1.528677E-03, 6.374457E-01, 8.857873E+00, 8.897105E+02
  9870, 4.221308E-05, 1.526573E-03, 6.363949E-01, 8.845666E+00, 8.834642E+02
  9880, 4.115698E-05, 1.526848E-03, 6.355436E-01, 8.839227E+00, 8.824446E+02
  9890, 4.184512E-05, 1.524935E-03, 6.348306E-01, 8.832096E+00, 8.792556E+02
  9900, 4.066826E-05, 1.524096E-03, 6.350303E-01, 8.836468E+00, 8.815490E+02
  9910, 4.144284E-05, 1.523208E-03, 6.350217E-01, 8.838493E+00, 8.826192E+02
  9920, 4.178342E-05, 1.521643E-03, 6.346725E-01, 8.836075E+00, 8.814265E+02
  9930, 4.187373E-05, 1.520589E-03, 6.342659E-01, 8.833308E+00, 8.806805E+02
  9940, 4.186312E-05, 1.519828E-03, 6.340490E-01, 8.832550E+00, 8.803762E+02
  9950, 4.132412E-05, 1.518947E-03, 6.339050E-01, 8.832788E+00, 8.808391E+02
  9960, 4.147648E-05, 1.518227E-03, 6.347441E-01, 8.844471E+00, 8.856139E+02
  9970, 4.134381E-05, 1.516341E-03, 6.337950E-01, 8.835319E+00, 8.818729E+02
  9980, 3.940022E-05, 1.515276E-03, 6.338789E-01, 8.836230E+00, 8.808807E+02
  9990, 3.648805E-05, 1.513842E-03, 6.336561E-01, 8.834185E+00, 8.788099E+02
 10000, 4.004563E-05, 1.513593E-03, 6.340061E-01, 8.843029E+00, 8.851492E+02
 10010, 4.121135E-05, 1.512190E-03, 6.327546E-01, 8.830372E+00, 8.798625E+02
 10020, 4.219240E-05, 1.511079E-03, 6.328479E-01, 8.832991E+00, 8.808043E+02
 10030, 4.190624E-05, 1.509795E-03, 6.317215E-01, 8.821270E+00, 8.756853E+02
 10040, 4.171772E-05, 1.509383E-03, 6.307494E-01, 8.812435E+00, 8.724155E+02
 10050, 4.206325E-05, 1.508754E-03, 6.308693E-01, 8.815309E+00, 8.732314E+02
 10060, 4.195093E-05, 1.507132E-03, 6.309070E-01, 8.817613E+00, 8.742693E+02
 10070, 4.183343E-05, 1.506070E-03, 6.304567E-01, 8.813972E+00, 8.725820E+02
 10080, 4.008924E-05, 1.504712E-03, 6.308182E-01, 8.818516E+00, 8.729970E+02
 10090, 4.250509E-05, 1.504422E-03, 6.312021E-01, 8.825680E+00, 8.767492E+02
 10100, 4.215709E-05, 1.503996E-03, 6.316375E-01, 8.832364E+00, 8.793202E+02
 10110, 4.201953E-05, 1.502467E-03, 6.306288E-01, 8.822375E+00, 8.752440E+02
 10120, 4.227186E-05, 1.501451E-03, 6.308856E-01, 8.826849E+00, 8.765734E+02
 10130, 4.271904E-05, 1.500468E-03, 6.306244E-01, 8.825267E+00, 8.756102E+02
 10140, 4.258867E-05, 1.499325E-03, 6.303038E-01, 8.823591E+00, 8.751477E+02
 10150, 4.264922E-05, 1.498948E-03, 6.294375E-01, 8.815099E+00, 8.712744E+02
 10160, 4.254759E-05, 1.498296E-03, 6.286593E-01, 8.807946E+00, 8.683702E+02
 10170, 4.270402E-05, 1.497547E-03, 6.280500E-01, 8.802724E+00, 8.661434E+02
 10180, 4.306066E-05, 1.497428E-03, 6.277453E-01, 8.801056E+00, 8.652411E+02
 10190, 4.345908E-05, 1.496038E-03, 6.283550E-01, 8.809752E+00, 8.686442E+02
 10200, 4.332598E-05, 1.496394E-03, 6.277110E-01, 8.803927E+00, 8.659188E+02
 10210, 4.322506E-05, 1.494751E-03, 6.278055E-01, 8.806660E+00, 8.668618E+02
 10220, 4.341258E-05, 1.494499E-03, 6.268248E-01, 8.797212E+00, 8.629054E+02
 10230, 4.366018E-05, 1.493517E-03, 6.273743E-01, 8.805206E+00, 8.660033E+02
 10240, 4.344726E-05, 1.492634E-03, 6.280344E-01, 8.814414E+00, 8.693343E+02
 10250, 4.359167E-05, 1.491939E-03, 6.274906E-01, 8.809655E+00, 8.670494E+02
 10260, 4.389983E-05, 1.490822E-03, 6.269045E-01, 8.804552E+00, 8.648172E+02
 10270, 4.378127E-05, 1.490790E-03, 6.260318E-01, 8.796408E+00, 8.614285E+02
 10280, 4.407878E-05, 1.489727E-03, 6.271859E-01, 8.811490E+00, 8.673512E+02
 10290, 4.318152E-05, 1.490690E-03, 6.264014E-01, 8.804340E+00, 8.644767E+02
 10300, 4.260682E-05, 1.488176E-03, 6.264252E-01, 8.806755E+00, 8.657694E+02
 10310, 4.117283E-05, 1.487773E-03, 6.256631E-01, 8.800739E+00, 8.643081E+02
 10320, 4.009119E-05, 1.486585E-03, 6.265097E-01, 8.813440E+00, 8.705703E+02
 10330, 3.965183E-05, 1.485660E-03, 6.261352E-01, 8.811232E+00, 8.697562E+02
 10340, 4.095425E-05, 1.485084E-03, 6.244795E-01, 8.793055E+00, 8.608900E+02
 10350, 4.271946E-05, 1.484359E-03, 6.240367E-01, 8.789136E+00, 8.581466E+02
 10360, 4.343397E-05, 1.484309E-03, 6.236762E-01, 8.786547E+00, 8.562751E+02
 10370, 4.429887E-05, 1.483356E-03, 6.238972E-01, 8.790528E+00, 8.571873E+02
 10380, 4.508468E-05, 1.483349E-03, 6.243734E-01, 8.797446E+00, 8.593367E+02
 10390, 4.606856E-05, 1.482680E-03, 6.252760E-01, 8.809117E+00, 8.631656E+02
 10400, 4.648477E-05, 1.481880E-03, 6.239594E-01, 8.795285E+00, 8.569843E+02
 10410, 4.741270E-05, 1.481635E-03, 6.241870E-01, 8.799385E+00, 8.581317E+02
 10420, 4.819980E-05, 1.481237E-03, 6.241334E-01, 8.800400E+00, 8.582065E+02
 10430, 4.860757E-05, 1.480622E-03, 6.236988E-01, 8.796859E+00, 8.562179E+02
 10440, 4.926974E-05, 1.480933E-03, 6.230044E-01, 8.790376E+00, 8.530319E+02
 10450, 5.033207E-05, 1.480583E-03, 6.227636E-01, 8.789172E+00, 8.520323E+02
 10460, 5.149218E-05, 1.480112E-03, 6.238561E-01, 8.803200E+00, 8.570517E+02
 10470, 5.224755E-05, 1.479921E-03, 6.239064E-01, 8.805228E+00, 8.572998E+02
 10480, 5.275682E-05, 1.479536E-03, 6.229306E-01, 8.795446E+00, 8.531149E+02
 10490, 5.338130E-05, 1.479555E-03, 6.227642E-01, 8.795238E+00, 8.528885E+02
 10500, 5.394473E-05, 1.479905E-03, 6.223728E-01, 8.792436E+00, 8.515776E+02
 10510, 5.443538E-05, 1.479763E-03, 6.223375E-01, 8.793535E+00, 8.516500E+02
 10520, 5.513263E-05, 1.480149E-03, 6.224049E-01, 8.795677E+00, 8.520262E+02
 10530, 5.626324E-05, 1.479420E-03, 6.219790E-01, 8.792048E+00, 8.501184E+02
 10540, 5.801916E-05, 1.481263E-03, 6.228127E-01, 8.802757E+00, 8.537017E+02
 10550, 6.017591E-05, 1.480161E-03, 6.231823E-01, 8.808060E+00, 8.549585E+02
 10560, 6.071735E-05, 1.480150E-03, 6.242414E-01, 8.821782E+00, 8.597702E+02
 10570, 6.109278E-05, 1.481040E-03, 6.244002E-01, 8.824940E+00, 8.607464E+02
 10580, 6.121259E-05, 1.480536E-03, 6.245215E-01, 8.827858E+00, 8.617080E+02
 10590, 6.128463E-05, 1.479861E-03, 6.240586E-01, 8.823869E+00, 8.600056E+02
 10600, 6.140791E-05, 1.479795E-03, 6.235349E-01, 8.819701E+00, 8.585400E+02
 10610, 6.148154E-05, 1.479277E-03, 6.247830E-01, 8.836397E+00, 8.649422E+02
 10620, 6.152045E-05, 1.479357E-03, 6.248459E-01, 8.838656E+00, 8.653592E+02
 10630, 6.154146E-05, 1.478666E-03, 6.257142E-01, 8.850691E+00, 8.697208E+02
 10640, 6.162804E-05, 1.478803E-03, 6.255950E-01, 8.851035E+00, 8.697838E+02
 10650, 6.169094E-05, 1.478825E-03, 6.250563E-01, 8.846716E+00, 8.682020E+02
 10660, 6.167471E-05, 1.477340E-03, 6.250482E-01, 8.848947E+00, 8.690295E+02
 10670, 6.175961E-05, 1.476424E-03, 6.250206E-01, 8.850744E+00, 8.695964E+02
 10680, 6.176127E-05, 1.476871E-03, 6.247961E-01, 8.850268E+00, 8.692711E+02
 10690, 6.181093E-05, 1.475788E-03, 6.241153E-01, 8.844511E+00, 8.670476E+02
 10700, 6.179016E-05, 1.475017E-03, 6.242511E-01, 8.848477E+00, 8.683499E+02
 10710, 6.185758E-05, 1.475407E-03, 6.239405E-01, 8.847275E+00, 8.679782E+02
 10720, 6.181656E-05, 1.473895E-03, 6.235816E-01, 8.845430E+00, 8.670199E+02
 10730, 6.184458E-05, 1.473382E-03, 6.233697E-01, 8.845374E+00, 8.669901E+02
 10740, 6.186210E-05, 1.473665E-03, 6.232378E-01, 8.846240E+00, 8.671526E+02
 10750, 6.185180E-05, 1.473410E-03, 6.229897E-01, 8.845671E+00, 8.667075E+02
 10760, 6.186691E-05, 1.472152E-03, 6.227753E-01, 8.845622E+00, 8.665613E+02
 10770, 6.185596E-05, 1.473053E-03, 6.223391E-01, 8.842880E+00, 8.652634E+02
 10780, 6.187238E-05, 1.471661E-03, 6.234392E-01, 8.858187E+00, 8.708326E+02
 10790, 6.192665E-05, 1.470863E-03, 6.233459E-01, 8.859248E+00, 8.709557E+02
 10800, 6.188132E-05, 1.469601E-03, 6.216850E-01, 8.842171E+00, 8.643438E+02
 10810, 6.191415E-05, 1.469657E-03, 6.224725E-01, 8.853987E+00, 8.687352E+02
 10820, 6.193835E-05, 1.468848E-03, 6.219351E-01, 8.850147E+00, 8.671085E+02
 10830, 6.192893E-05, 1.468740E-03, 6.222677E-01, 8.856685E+00, 8.694372E+02
 10840, 6.190804E-05, 1.468437E-03, 6.229929E-01, 8.867517E+00, 8.730585E+02
 10850, 6.198153E-05, 1.468802E-03, 6.231257E-01, 8.871225E+00, 8.741479E+02
 10860, 6.190676E-05, 1.465654E-03, 6.226875E-01, 8.868121E+00, 8.724937E+02
 10870, 6.189513E-05, 1.465667E-03, 6.228936E-01, 8.872974E+00, 8.741961E+02
 10880, 6.197273E-05, 1.463659E-03, 6.229965E-01, 8.876715E+00, 8.754801E+02
 10890, 6.194347E-05, 1.463537E-03, 6.235458E-01, 8.885646E+00, 8.784669E+02
 10900, 6.194669E-05, 1.462380E-03, 6.234988E-01, 8.887286E+00, 8.786736E+02
 10910, 6.195247E-05, 1.461680E-03, 6.232371E-01, 8.886527E+00, 8.781806E+02
 10920, 6.193296E-05, 1.460719E-03, 6.232574E-01, 8.889182E+00, 8.788630E+02
 10930, 6.193017E-05, 1.460199E-03, 6.225307E-01, 8.883020E+00, 8.762753E+02
 10940, 6.195028E-05, 1.459997E-03, 6.217125E-01, 8.875888E+00, 8.733669E+02
 10950, 6.193836E-05, 1.459482E-03, 6.235343E-01, 8.900194E+00, 8.823061E+02
 10960, 6.199154E-05, 1.458692E-03, 6.231010E-01, 8.897150E+00, 8.806720E+02
 10970, 6.196681E-05, 1.456433E-03, 6.221251E-01, 8.888022E+00, 8.769668E+02
 10980, 6.201187E-05, 1.456333E-03, 6.215246E-01, 8.883777E+00, 8.754383E+02
 10990, 6.194533E-05, 1.455099E-03, 6.215283E-01, 8.886454E+00, 8.760214E+02
 11000, 6.192388E-05, 1.455310E-03, 6.217493E-01, 8.891681E+00, 8.777338E+02
 11010, 6.195932E-05, 1.454283E-03, 6.218489E-01, 8.895324E+00, 8.787532E+02
 11020, 6.200046E-05, 1.453669E-03, 6.210922E-01, 8.888866E+00, 8.761097E+02
 11030, 6.196049E-05, 1.451918E-03, 6.205040E-01, 8.884400E+00, 8.739877E+02
 11040, 6.192949E-05, 1.451457E-03, 6.211977E-01, 8.895147E+00, 8.777912E+02
 11050, 6.196570E-05, 1.451250E-03, 6.207525E-01, 8.892240E+00, 8.763284E+02
 11060, 6.193742E-05, 1.450253E-03, 6.211545E-01, 8.899581E+00, 8.789008E+02
 11070, 6.197314E-05, 1.450695E-03, 6.202527E-01, 8.891389E+00, 8.755430E+02
 11080, 6.194822E-05, 1.449255E-03, 6.203701E-01, 8.895416E+00, 8.768148E+02
 11090, 6.194863E-05, 1.448441E-03, 6.191372E-01, 8.883443E+00, 8.719115E+02
 11100, 6.196065E-05, 1.447978E-03, 6.182629E-01, 8.876023E+00, 8.690292E+02
 11110, 6.194845E-05, 1.447299E-03, 6.185494E-01, 8.882007E+00, 8.710366E+02
 11120, 6.193154E-05, 1.447552E-03, 6.170528E-01, 8.867371E+00, 8.653027E+02
 11130, 6.193631E-05, 1.447609E-03, 6.171291E-01, 8.870975E+00, 8.664463E+02
 11140, 6.192925E-05, 1.447527E-03, 6.170758E-01, 8.872933E+00, 8.669564E+02
 11150, 6.192705E-05, 1.445931E-03, 6.174164E-01, 8.879311E+00, 8.690650E+02
 11160, 6.192627E-05, 1.444900E-03, 6.166367E-01, 8.872727E+00, 8.662872E+02
 11170, 6.192754E-05, 1.445148E-03, 6.165230E-01, 8.874082E+00, 8.666298E+02
 11180, 6.195126E-05, 1.444179E-03, 6.161816E-01, 8.872501E+00, 8.656635E+02
 11190, 6.196147E-05, 1.443561E-03, 6.166334E-01, 8.880133E+00, 8.683398E+02
 11200, 6.191696E-05, 1.442498E-03, 6.158530E-01, 8.873291E+00, 8.652398E+02
 11210, 6.193201E-05, 1.443081E-03, 6.155985E-01, 8.872772E+00, 8.648138E+02
 11220, 6.191983E-05, 1.441505E-03, 6.148588E-01, 8.866904E+00, 8.625384E+02
 11230, 6.196986E-05, 1.441363E-03, 6.158273E-01, 8.880744E+00, 8.677175E+02
 11240, 6.194411E-05, 1.440488E-03, 6.153506E-01, 8.877347E+00, 8.658923E+02
 11250, 6.197092E-05, 1.439418E-03, 6.153497E-01, 8.879810E+00, 8.666694E+02
 11260, 6.192676E-05, 1.439327E-03, 6.158948E-01, 8.888323E+00, 8.694058E+02
 11270, 6.194228E-05, 1.439419E-03, 6.160867E-01, 8.892743E+00, 8.707465E+02
 11280, 6.191636E-05, 1.438407E-03, 6.163348E-01, 8.897646E+00, 8.720348E+02
 11290, 6.195561E-05, 1.437690E-03, 6.152439E-01, 8.887223E+00, 8.679419E+02
 11300, 6.192152E-05, 1.436387E-03, 6.138347E-01, 8.873451E+00, 8.624820E+02
 11310, 6.193116E-05, 1.435915E-03, 6.138371E-01, 8.876427E+00, 8.636618E+02
 11320, 6.191283E-05, 1.436121E-03, 6.133554E-01, 8.873547E+00, 8.623725E+02
 11330, 6.190851E-05, 1.434268E-03, 6.129341E-01, 8.871342E+00, 8.612754E+02
 11340, 6.191129E-05, 1.433994E-03, 6.131660E-01, 8.876390E+00, 8.628315E+02
 11350, 6.192601E-05, 1.433589E-03, 6.127940E-01, 8.874505E+00, 8.618526E+02
 11360, 6.196461E-05, 1.433584E-03, 6.132472E-01, 8.882048E+00, 8.645042E+02
 11370, 6.197602E-05, 1.432083E-03, 6.128547E-01, 8.879753E+00, 8.633149E+02
 11380, 6.195921E-05, 1.431726E-03, 6.120123E-01, 8.872541E+00, 8.603179E+02
 11390, 6.189913E-05, 1.431066E-03, 6.125566E-01, 8.881184E+00, 8.633345E+02
 11400, 6.191252E-05, 1.431537E-03, 6.127430E-01, 8.885483E+00, 8.645516E+02
 11410, 6.191414E-05, 1.431246E-03, 6.127542E-01, 8.887723E+00, 8.650252E+02
 11420, 6.196754E-05, 1.428507E-03, 6.128855E-01, 8.891502E+00, 8.662535E+02
 11430, 6.193268E-05, 1.429133E-03, 6.119420E-01, 8.882923E+00, 8.626213E+02
 11440, 6.197076E-05, 1.429220E-03, 6.120649E-01, 8.886872E+00, 8.641018E+02
 11450, 6.193056E-05, 1.427930E-03, 6.114526E-01, 8.881983E+00, 8.616863E+02
 11460, 6.193329E-05, 1.427349E-03, 6.112371E-01, 8.882001E+00, 8.615684E+02
 11470, 6.193180E-05, 1.426675E-03, 6.108308E-01, 8.879798E+00, 8.605272E+02
 11480, 6.191586E-05, 1.426092E-03, 6.113207E-01, 8.887772E+00, 8.632665E+02
 11490, 6.190462E-05, 1.425068E-03, 6.112603E-01, 8.889193E+00, 8.633189E+02
 11500, 6.189675E-05, 1.424855E-03, 6.118671E-01, 8.898497E+00, 8.665770E+02
 11510, 6.194808E-05, 1.424264E-03, 6.107105E-01, 8.887363E+00, 8.619741E+02
 11520, 6.192311E-05, 1.423753E-03, 6.111749E-01, 8.895174E+00, 8.649749E+02
 11530, 6.189006E-05, 1.423402E-03, 6.103359E-01, 8.887606E+00, 8.614928E+02
 11540, 6.193368E-05, 1.421713E-03, 6.101449E-01, 8.887891E+00, 8.615040E+02
 11550, 6.188581E-05, 1.420776E-03, 6.095668E-01, 8.883497E+00, 8.593840E+02
 11560, 6.191393E-05, 1.420290E-03, 6.099998E-01, 8.890867E+00, 8.620396E+02
 11570, 6.190003E-05, 1.419761E-03, 6.084703E-01, 8.875841E+00, 8.559887E+02
 11580, 6.189495E-05, 1.419643E-03, 6.084606E-01, 8.878230E+00, 8.568007E+02
 11590, 6.189277E-05, 1.419709E-03, 6.081573E-01, 8.877120E+00, 8.560690E+02
 11600, 6.187916E-05, 1.419663E-03, 6.079928E-01, 8.877718E+00, 8.561016E+02
 11610, 6.187720E-05, 1.419918E-03, 6.077870E-01, 8.877697E+00, 8.557719E+02
 11620, 6.187699E-05, 1.419131E-03, 6.076899E-01, 8.878831E+00, 8.558057E+02
 11630, 6.192742E-05, 1.417506E-03, 6.072303E-01, 8.875965E+00, 8.546035E+02
 11640, 6.189660E-05, 1.417191E-03, 6.062104E-01, 8.866780E+00, 8.506669E+02
 11650, 6.188022E-05, 1.415885E-03, 6.058673E-01, 8.865351E+00, 8.500078E+02
 11660, 6.187265E-05, 1.416236E-03, 6.067338E-01, 8.877441E+00, 8.545095E+02
 11670, 6.192604E-05, 1.415111E-03, 6.067209E-01, 8.879494E+00, 8.550795E+02
 11680, 6.191447E-05, 1.414783E-03, 6.065645E-01, 8.879834E+00, 8.547950E+02
 11690, 6.189559E-05, 1.413790E-03, 6.067666E-01, 8.884208E+00, 8.560912E+02
 11700, 6.192599E-05, 1.413155E-03, 6.066351E-01, 8.884922E+00, 8.561474E+02
 11710, 6.187344E-05, 1.412291E-03, 6.063012E-01, 8.883238E+00, 8.550678E+02
 11720, 6.187787E-05, 1.411542E-03, 6.063174E-01, 8.885418E+00, 8.555613E+02
 11730, 6.187579E-05, 1.410388E-03, 6.058276E-01, 8.882030E+00, 8.539384E+02
 11740, 6.187207E-05, 1.409707E-03, 6.047851E-01, 8.872544E+00, 8.500463E+02
 11750, 6.186331E-05, 1.409412E-03, 6.048643E-01, 8.875762E+00, 8.511500E+02
 11760, 6.189344E-05, 1.408609E-03, 6.050246E-01, 8.879917E+00, 8.525711E+02
 11770, 6.189944E-05, 1.408162E-03, 6.048240E-01, 8.879737E+00, 8.521488E+02
 11780, 6.189677E-05, 1.408621E-03, 6.046744E-01, 8.880356E+00, 8.522043E+02
 11790, 6.191186E-05, 1.407609E-03, 6.050245E-01, 8.886475E+00, 8.542573E+02
 11800, 6.186631E-05, 1.406760E-03, 6.057185E-01, 8.896327E+00, 8.575796E+02
 11810, 6.187914E-05, 1.404193E-03, 6.055957E-01, 8.896816E+00, 8.573462E+02
 11820, 6.192988E-05, 1.404409E-03, 6.054764E-01, 8.897552E+00, 8.574583E+02
 11830, 6.186778E-05, 1.403846E-03, 6.041400E-01, 8.884561E+00, 8.520616E+02
 11840, 6.190385E-05, 1.403516E-03, 6.030021E-01, 8.874179E+00, 8.479264E+02
 11850, 6.190573E-05, 1.403705E-03, 6.023987E-01, 8.870070E+00, 8.463957E+02
 11860, 6.186976E-05, 1.402440E-03, 6.023868E-01, 8.872275E+00, 8.469425E+02
 11870, 6.188016E-05, 1.402273E-03, 6.020856E-01, 8.871278E+00, 8.462648E+02
 11880, 6.187917E-05, 1.401734E-03, 6.021847E-01, 8.874673E+00, 8.473732E+02
 11890, 6.190449E-05, 1.401345E-03, 6.025556E-01, 8.881023E+00, 8.496472E+02
 11900, 6.186364E-05, 1.400005E-03, 6.015762E-01, 8.872053E+00, 8.455943E+02
 11910, 6.185445E-05, 1.399687E-03, 6.002439E-01, 8.859572E+00, 8.405783E+02
 11920, 6.185009E-05, 1.400414E-03, 6.003589E-01, 8.863189E+00, 8.419064E+02
 11930, 6.183910E-05, 1.399242E-03, 6.000176E-01, 8.861596E+00, 8.410538E+02
 11940, 6.186767E-05, 1.399187E-03, 6.006912E-01, 8.871069E+00, 8.444659E+02
 11950, 6.185745E-05, 1.399264E-03, 6.009402E-01, 8.875806E+00, 8.459348E+02
 11960, 6.186927E-05, 1.398209E-03, 6.000572E-01, 8.868096E+00, 8.426383E+02
 11970, 6.189844E-05, 1.398004E-03, 5.998215E-01, 8.867821E+00, 8.424949E+02
 11980, 6.185577E-05, 1.396281E-03, 5.998116E-01, 8.869748E+00, 8.429031E+02
 11990, 6.184008E-05, 1.396277E-03, 5.982993E-01, 8.855327E+00, 8.368783E+02
 12000, 6.187689E-05, 1.396790E-03, 5.980010E-01, 8.854474E+00, 8.366601E+02
 12010, 6.185820E-05, 1.396092E-03, 5.986469E-01, 8.863617E+00, 8.399840E+02
 12020, 6.185097E-05, 1.395326E-03, 5.972820E-01, 8.850720E+00, 8.344715E+02
 12030, 6.188158E-05, 1.394826E-03, 5.966298E-01, 8.845986E+00, 8.326247E+02
 12040, 6.185565E-05, 1.394558E-03, 5.961033E-01, 8.842600E+00, 8.311188E+02
 12050, 6.180439E-05, 1.395037E-03, 5.951947E-01, 8.834875E+00, 8.276078E+02
 12060, 6.182735E-05, 1.394719E-03, 5.959428E-01, 8.845112E+00, 8.316788E+02
 12070, 6.181505E-05, 1.393319E-03, 5.958664E-01, 8.846298E+00, 8.318276E+02
 12080, 6.179996E-05, 1.392917E-03, 5.950633E-01, 8.839475E+00, 8.287280E+02
 12090, 6.180771E-05, 1.392784E-03, 5.951874E-01, 8.842970E+00, 8.300259E+02
 12100, 6.181798E-05, 1.392913E-03, 5.947421E-01, 8.840232E+00, 8.287711E+02
 12110, 6.180100E-05, 1.392585E-03, 5.938829E-01, 8.833009E+00, 8.256118E+02
 12120, 6.182638E-05, 1.392508E-03, 5.931986E-01, 8.827991E+00, 8.235755E+02
 12130, 6.186407E-05, 1.391558E-03, 5.936818E-01, 8.835460E+00, 8.266818E+02
 12140, 6.182973E-05, 1.390405E-03, 5.937169E-01, 8.837532E+00, 8.268921E+02
 12150, 6.184918E-05, 1.390685E-03, 5.941823E-01, 8.844627E+00, 8.296211E+02
 12160, 6.178531E-05, 1.390035E-03, 5.936159E-01, 8.840089E+00, 8.272135E+02
 12170, 6.180613E-05, 1.389341E-03, 5.924397E-01, 8.829659E+00, 8.229437E+02
 12180, 6.178587E-05, 1.390023E-03, 5.918603E-01, 8.825471E+00, 8.210485E+02
 12190, 6.179519E-05, 1.389010E-03, 5.923291E-01, 8.832708E+00, 8.239354E+02
 12200, 6.179727E-05, 1.387807E-03, 5.921458E-01, 8.832524E+00, 8.234577E+02
 12210, 6.182629E-05, 1.388323E-03, 5.927867E-01, 8.841362E+00, 8.268250E+02
 12220, 6.179067E-05, 1.387307E-03, 5.921796E-01, 8.836520E+00, 8.243742E+02
 12230, 6.179699E-05, 1.386930E-03, 5.914864E-01, 8.831200E+00, 8.221534E+02
 12240, 6.180001E-05, 1.386438E-03, 5.907010E-01, 8.825124E+00, 8.195743E+02
 12250, 6.180030E-05, 1.385826E-03, 5.913259E-01, 8.833786E+00, 8.229235E+02
 12260, 6.179439E-05, 1.385912E-03, 5.909398E-01, 8.831759E+00, 8.218126E+02
 12270, 6.178747E-05, 1.384077E-03, 5.899423E-01, 8.823049E+00, 8.179450E+02
 12280, 6.179878E-05, 1.383430E-03, 5.891052E-01, 8.816431E+00, 8.152512E+02
 12290, 6.180371E-05, 1.383849E-03, 5.879469E-01, 8.806636E+00, 8.111738E+02
 12300, 6.178437E-05, 1.384463E-03, 5.865082E-01, 8.794201E+00, 8.060580E+02
 12310, 6.175086E-05, 1.382968E-03, 5.859153E-01, 8.790290E+00, 8.043643E+02
 12320, 6.177052E-05, 1.383672E-03, 5.851338E-01, 8.784571E+00, 8.020682E+02
 12330, 6.179182E-05, 1.382244E-03, 5.852606E-01, 8.787959E+00, 8.035024E+02
 12340, 6.175117E-05, 1.381346E-03, 5.853386E-01, 8.790450E+00, 8.041687E+02
 12350, 6.174270E-05, 1.382483E-03, 5.842976E-01, 8.781740E+00, 8.003439E+02
 12360, 6.176329E-05, 1.382049E-03, 5.849993E-01, 8.790981E+00, 8.042912E+02
 12370, 6.176007E-05, 1.381272E-03, 5.847535E-01, 8.790242E+00, 8.035944E+02
 12380, 6.174775E-05, 1.380811E-03, 5.840403E-01, 8.784773E+00, 8.011227E+02
 12390, 6.173331E-05, 1.380128E-03, 5.831444E-01, 8.777555E+00, 7.980392E+02
 12400, 6.173448E-05, 1.379394E-03, 5.829425E-01, 8.777643E+00, 7.981281E+02
 12410, 6.174071E-05, 1.379190E-03, 5.838943E-01, 8.789212E+00, 8.026417E+02
 12420, 6.175655E-05, 1.378781E-03, 5.827831E-01, 8.779527E+00, 7.983444E+02
 12430, 6.177771E-05, 1.378383E-03, 5.830315E-01, 8.784087E+00, 8.003195E+02
 12440, 6.173499E-05, 1.377497E-03, 5.824065E-01, 8.779283E+00, 7.978567E+02
 12450, 6.173530E-05, 1.378407E-03, 5.824161E-01, 8.781310E+00, 7.985807E+02
 12460, 6.175259E-05, 1.376987E-03, 5.831582E-01, 8.790674E+00, 8.021283E+02
 12470, 6.173743E-05, 1.377056E-03, 5.813658E-01, 8.774053E+00, 7.949404E+02
 12480, 6.174528E-05, 1.377166E-03, 5.808709E-01, 8.771097E+00, 7.936941E+02
 12490, 6.172744E-05, 1.375988E-03, 5.805524E-01, 8.769781E+00, 7.928762E+02
 12500, 6.177928E-05, 1.376406E-03, 5.807647E-01, 8.774060E+00, 7.947749E+02
 12510, 6.173002E-05, 1.376126E-03, 5.805145E-01, 8.773446E+00, 7.942745E+02
 12520, 6.171231E-05, 1.375135E-03, 5.805714E-01, 8.775615E+00, 7.947270E+02
 12530, 6.176503E-05, 1.374450E-03, 5.801839E-01, 8.773707E+00, 7.938757E+02
 12540, 6.172588E-05, 1.375161E-03, 5.795181E-01, 8.768832E+00, 7.915587E+02
 12550, 6.176466E-05, 1.373905E-03, 5.789673E-01, 8.765470E+00, 7.902456E+02
 12560, 6.172885E-05, 1.374320E-03, 5.792818E-01, 8.770424E+00, 7.920013E+02
 12570, 6.172274E-05, 1.372337E-03, 5.792745E-01, 8.772110E+00, 7.924651E+02
 12580, 6.176610E-05, 1.373448E-03, 5.798413E-01, 8.779833E+00, 7.955836E+02
 12590, 6.178148E-05, 1.372559E-03, 5.796458E-01, 8.779503E+00, 7.950905E+02
 12600, 6.171318E-05, 1.371274E-03, 5.788459E-01, 8.772923E+00, 7.919062E+02
 12610, 6.177427E-05, 1.371523E-03, 5.792190E-01, 8.778844E+00, 7.944393E+02
 12620, 6.179049E-05, 1.370614E-03, 5.793973E-01, 8.782267E+00, 7.954095E+02
 12630, 6.176655E-05, 1.370861E-03, 5.790704E-01, 8.780696E+00, 7.944018E+02
 12640, 6.174136E-05, 1.369138E-03, 5.793868E-01, 8.785755E+00, 7.962724E+02
