  itmf,  dt,  <f_i>,  <CW sin theta>,  <Current>,  <Lorenz force>
 37150, 5.595950E-05, 7.559411E-04, 2.927983E-01, 9.534888E+00, 3.954435E+02
 37160, 5.601202E-05, 7.548406E-04, 2.929442E-01, 9.529076E+00, 3.954712E+02
 37170, 5.606281E-05, 7.543817E-04, 2.931013E-01, 9.523560E+00, 3.955213E+02
 37180, 5.611169E-05, 7.536723E-04, 2.932427E-01, 9.518187E+00, 3.956088E+02
 37190, 5.616237E-05, 7.533254E-04, 2.934093E-01, 9.512718E+00, 3.956708E+02
 37200, 5.621488E-05, 7.525517E-04, 2.935581E-01, 9.507118E+00, 3.957497E+02
 37210, 5.626393E-05, 7.520881E-04, 2.937041E-01, 9.501856E+00, 3.958554E+02
 37220, 5.631186E-05, 7.512218E-04, 2.938581E-01, 9.496644E+00, 3.959458E+02
 37230, 5.635748E-05, 7.508289E-04, 2.940129E-01, 9.491557E+00, 3.960755E+02
 37240, 5.639980E-05, 7.502547E-04, 2.941967E-01, 9.486346E+00, 3.961952E+02
 37250, 5.643924E-05, 7.498672E-04, 2.943302E-01, 9.481559E+00, 3.963462E+02
 37260, 5.647429E-05, 7.494650E-04, 2.945230E-01, 9.477276E+00, 3.965858E+02
 37270, 5.651827E-05, 7.490131E-04, 2.946548E-01, 9.471950E+00, 3.966481E+02
 37280, 5.655660E-05, 7.489103E-04, 2.948100E-01, 9.467401E+00, 3.968078E+02
 37290, 5.659535E-05, 7.479595E-04, 2.949694E-01, 9.462810E+00, 3.969768E+02
 37300, 5.663374E-05, 7.474589E-04, 2.951297E-01, 9.458286E+00, 3.971544E+02
 37310, 5.666863E-05, 7.473470E-04, 2.952937E-01, 9.454183E+00, 3.973494E+02
 37320, 5.670465E-05, 7.468812E-04, 2.954670E-01, 9.449955E+00, 3.975520E+02
 37330, 5.674063E-05, 7.463697E-04, 2.956511E-01, 9.445788E+00, 3.977566E+02
 37340, 5.677798E-05, 7.459070E-04, 2.957984E-01, 9.441485E+00, 3.979395E+02
 37350, 5.681151E-05, 7.458506E-04, 2.959722E-01, 9.437665E+00, 3.981732E+02
 37360, 5.684493E-05, 7.454169E-04, 2.961350E-01, 9.433785E+00, 3.984010E+02
 37370, 5.688087E-05, 7.451529E-04, 2.963280E-01, 9.429782E+00, 3.986036E+02
 37380, 5.691280E-05, 7.445483E-04, 2.965052E-01, 9.426130E+00, 3.988467E+02
 37390, 5.694538E-05, 7.444442E-04, 2.966457E-01, 9.422365E+00, 3.990666E+02
 37400, 5.697646E-05, 7.438593E-04, 2.968446E-01, 9.418860E+00, 3.993209E+02
 37410, 5.701164E-05, 7.435349E-04, 2.970145E-01, 9.415108E+00, 3.995526E+02
 37420, 5.704241E-05, 7.436556E-04, 2.971870E-01, 9.411781E+00, 3.998309E+02
 37430, 5.706600E-05, 7.424377E-04, 2.973575E-01, 9.408919E+00, 4.001414E+02
 37440, 5.709888E-05, 7.425616E-04, 2.974970E-01, 9.405232E+00, 4.003229E+02
 37450, 5.713204E-05, 7.424181E-04, 2.976737E-01, 9.401727E+00, 4.005466E+02
 37460, 5.715692E-05, 7.417158E-04, 2.978413E-01, 9.398899E+00, 4.008590E+02
 37470, 5.719163E-05, 7.413713E-04, 2.980084E-01, 9.395249E+00, 4.010609E+02
 37480, 5.721955E-05, 7.411430E-04, 2.981789E-01, 9.392259E+00, 4.013286E+02
 37490, 5.724657E-05, 7.406345E-04, 2.983640E-01, 9.389194E+00, 4.015832E+02
 37500, 5.727768E-05, 7.404010E-04, 2.985216E-01, 9.385969E+00, 4.018184E+02
 37510, 5.730363E-05, 7.399670E-04, 2.987160E-01, 9.383165E+00, 4.021092E+02
 37520, 5.733120E-05, 7.398379E-04, 2.988756E-01, 9.380207E+00, 4.023613E+02
 37530, 5.735767E-05, 7.394202E-04, 2.990590E-01, 9.377394E+00, 4.026411E+02
 37540, 5.738335E-05, 7.390794E-04, 2.992440E-01, 9.374605E+00, 4.029086E+02
 37550, 5.740994E-05, 7.386956E-04, 2.994580E-01, 9.371733E+00, 4.031639E+02
 37560, 5.743205E-05, 7.384069E-04, 2.996479E-01, 9.369353E+00, 4.034881E+02
 37570, 5.746104E-05, 7.381019E-04, 2.997679E-01, 9.366417E+00, 4.037088E+02
 37580, 5.748573E-05, 7.377369E-04, 2.999564E-01, 9.363841E+00, 4.039865E+02
 37590, 5.750958E-05, 7.375573E-04, 3.001383E-01, 9.361458E+00, 4.043244E+02
 37600, 5.753444E-05, 7.370509E-04, 3.003081E-01, 9.358859E+00, 4.045754E+02
 37610, 5.755726E-05, 7.371099E-04, 3.004728E-01, 9.356410E+00, 4.048366E+02
 37620, 5.757953E-05, 7.366436E-04, 3.006386E-01, 9.354052E+00, 4.051213E+02
 37630, 5.760304E-05, 7.363114E-04, 3.008093E-01, 9.351490E+00, 4.053620E+02
 37640, 5.762650E-05, 7.360637E-04, 3.009431E-01, 9.349124E+00, 4.056333E+02
 37650, 5.764588E-05, 7.357262E-04, 3.011314E-01, 9.347008E+00, 4.059332E+02
 37660, 5.767203E-05, 7.356417E-04, 3.012769E-01, 9.344464E+00, 4.061752E+02
 37670, 5.769254E-05, 7.350802E-04, 3.014522E-01, 9.342296E+00, 4.064606E+02
 37680, 5.771212E-05, 7.348285E-04, 3.016138E-01, 9.340221E+00, 4.067504E+02
 37690, 5.773326E-05, 7.344022E-04, 3.017862E-01, 9.338066E+00, 4.070287E+02
 37700, 5.775281E-05, 7.341054E-04, 3.019728E-01, 9.336000E+00, 4.073150E+02
 37710, 5.777412E-05, 7.338002E-04, 3.021365E-01, 9.333894E+00, 4.075918E+02
 37720, 5.779159E-05, 7.333803E-04, 3.023274E-01, 9.332009E+00, 4.079095E+02
 37730, 5.781420E-05, 7.332375E-04, 3.024597E-01, 9.329794E+00, 4.081446E+02
 37740, 5.783226E-05, 7.328301E-04, 3.026686E-01, 9.327904E+00, 4.084403E+02
 37750, 5.785217E-05, 7.324883E-04, 3.028260E-01, 9.325880E+00, 4.087184E+02
 37760, 5.787084E-05, 7.320958E-04, 3.029869E-01, 9.323904E+00, 4.089713E+02
 37770, 5.788940E-05, 7.319858E-04, 3.031463E-01, 9.322044E+00, 4.092553E+02
 37780, 5.790797E-05, 7.316199E-04, 3.032880E-01, 9.320031E+00, 4.094934E+02
 37790, 5.792612E-05, 7.313122E-04, 3.034474E-01, 9.318147E+00, 4.097573E+02
 37800, 5.794241E-05, 7.312229E-04, 3.036160E-01, 9.316431E+00, 4.100400E+02
 37810, 5.796190E-05, 7.307745E-04, 3.037703E-01, 9.314546E+00, 4.103034E+02
 37820, 5.797871E-05, 7.306853E-04, 3.039433E-01, 9.312804E+00, 4.105759E+02
 37830, 5.799215E-05, 7.303688E-04, 3.041042E-01, 9.311284E+00, 4.108741E+02
 37840, 5.800934E-05, 7.299260E-04, 3.042570E-01, 9.309578E+00, 4.111515E+02
 37850, 5.802536E-05, 7.296050E-04, 3.044089E-01, 9.307903E+00, 4.114196E+02
 37860, 5.804241E-05, 7.295204E-04, 3.045841E-01, 9.306231E+00, 4.116856E+02
 37870, 5.805011E-05, 7.291386E-04, 3.047638E-01, 9.304954E+00, 4.119917E+02
 37880, 5.807231E-05, 7.286799E-04, 3.048798E-01, 9.303080E+00, 4.122311E+02
 37890, 5.806976E-05, 7.285569E-04, 3.050873E-01, 9.302240E+00, 4.125788E+02
 37900, 5.803123E-05, 7.283379E-04, 3.052787E-01, 9.303285E+00, 4.131568E+02
 37910, 5.782650E-05, 7.299790E-04, 3.056553E-01, 9.313872E+00, 4.150187E+02
 37920, 5.740300E-05, 7.334305E-04, 3.058698E-01, 9.340199E+00, 4.180717E+02
 37930, 5.696624E-05, 7.368681E-04, 3.056504E-01, 9.369273E+00, 4.196662E+02
 37940, 5.666718E-05, 7.399835E-04, 3.049701E-01, 9.395312E+00, 4.195977E+02
 37950, 5.659302E-05, 7.387914E-04, 3.046971E-01, 9.401730E+00, 4.191343E+02
 37960, 5.655159E-05, 7.372121E-04, 3.045315E-01, 9.404875E+00, 4.187668E+02
 37970, 5.651103E-05, 7.362262E-04, 3.043873E-01, 9.408299E+00, 4.184312E+02
 37980, 5.647583E-05, 7.351036E-04, 3.042558E-01, 9.411522E+00, 4.181139E+02
 37990, 5.645027E-05, 7.341881E-04, 3.041383E-01, 9.413886E+00, 4.177881E+02
 38000, 5.643103E-05, 7.336035E-04, 3.040408E-01, 9.415785E+00, 4.175012E+02
 38010, 5.641477E-05, 7.329461E-04, 3.039805E-01, 9.417461E+00, 4.172414E+02
 38020, 5.639859E-05, 7.320738E-04, 3.039051E-01, 9.419103E+00, 4.169869E+02
 38030, 5.637946E-05, 7.315877E-04, 3.037945E-01, 9.421032E+00, 4.167155E+02
 38040, 5.636021E-05, 7.315263E-04, 3.037242E-01, 9.423100E+00, 4.164978E+02
 38050, 5.634090E-05, 7.311559E-04, 3.036050E-01, 9.425127E+00, 4.162463E+02
 38060, 5.632075E-05, 7.306395E-04, 3.035066E-01, 9.427426E+00, 4.160166E+02
 38070, 5.629976E-05, 7.305526E-04, 3.033755E-01, 9.429741E+00, 4.157652E+02
 38080, 5.627763E-05, 7.302883E-04, 3.032642E-01, 9.432469E+00, 4.155765E+02
 38090, 5.625397E-05, 7.302158E-04, 3.031068E-01, 9.435186E+00, 4.152953E+02
 38100, 5.622870E-05, 7.301059E-04, 3.030010E-01, 9.438303E+00, 4.151126E+02
 38110, 5.620385E-05, 7.296918E-04, 3.028398E-01, 9.441341E+00, 4.148455E+02
 38120, 5.617498E-05, 7.297273E-04, 3.026603E-01, 9.444940E+00, 4.145728E+02
 38130, 5.614537E-05, 7.296945E-04, 3.025734E-01, 9.448816E+00, 4.143649E+02
 38140, 5.611404E-05, 7.295642E-04, 3.023699E-01, 9.452660E+00, 4.140128E+02
 38150, 5.608076E-05, 7.293961E-04, 3.021730E-01, 9.456925E+00, 4.136231E+02
 38160, 5.605065E-05, 7.294927E-04, 3.019310E-01, 9.460918E+00, 4.132267E+02
 38170, 5.601387E-05, 7.295086E-04, 3.017285E-01, 9.466095E+00, 4.128861E+02
 38180, 5.597434E-05, 7.296154E-04, 3.014676E-01, 9.471527E+00, 4.124645E+02
 38190, 5.593759E-05, 7.294978E-04, 3.012179E-01, 9.476663E+00, 4.120229E+02
 38200, 5.589416E-05, 7.298698E-04, 3.009060E-01, 9.482912E+00, 4.115266E+02
 38210, 5.585087E-05, 7.301206E-04, 3.005971E-01, 9.489250E+00, 4.109432E+02
 38220, 5.580868E-05, 7.305663E-04, 3.003122E-01, 9.495848E+00, 4.104847E+02
 38230, 5.577219E-05, 7.304825E-04, 2.999491E-01, 9.501704E+00, 4.098299E+02
 38240, 5.572660E-05, 7.308273E-04, 2.996600E-01, 9.508766E+00, 4.093047E+02
 38250, 5.569489E-05, 7.310657E-04, 2.993129E-01, 9.514370E+00, 4.087488E+02
 38260, 5.566996E-05, 7.305898E-04, 2.989690E-01, 9.519978E+00, 4.081174E+02
 38270, 5.563931E-05, 7.313858E-04, 2.985895E-01, 9.525071E+00, 4.073841E+02
 38280, 5.567500E-05, 7.297077E-04, 2.985693E-01, 9.522126E+00, 4.070714E+02
 38290, 5.571336E-05, 7.277131E-04, 2.986117E-01, 9.517848E+00, 4.068647E+02
 38300, 5.573583E-05, 7.269443E-04, 2.985657E-01, 9.515734E+00, 4.066672E+02
 38310, 5.573006E-05, 7.259442E-04, 2.985108E-01, 9.516816E+00, 4.064714E+02
 38320, 5.568363E-05, 7.265790E-04, 2.982268E-01, 9.522913E+00, 4.061625E+02
 38330, 5.560025E-05, 7.280914E-04, 2.977855E-01, 9.534776E+00, 4.056417E+02
 38340, 5.553394E-05, 7.285230E-04, 2.972571E-01, 9.545814E+00, 4.049379E+02
 38350, 5.551583E-05, 7.287255E-04, 2.968394E-01, 9.551602E+00, 4.041550E+02
 38360, 5.554990E-05, 7.272964E-04, 2.968656E-01, 9.547937E+00, 4.039075E+02
 38370, 5.556573E-05, 7.257375E-04, 2.967897E-01, 9.546774E+00, 4.037076E+02
 38380, 5.554207E-05, 7.272356E-04, 2.965418E-01, 9.550754E+00, 4.033039E+02
 38390, 5.551600E-05, 7.257813E-04, 2.963031E-01, 9.555040E+00, 4.029533E+02
 38400, 5.549232E-05, 7.257776E-04, 2.959244E-01, 9.561375E+00, 4.023988E+02
 38410, 5.549481E-05, 7.252569E-04, 2.957394E-01, 9.562036E+00, 4.020204E+02
 38420, 5.552370E-05, 7.239915E-04, 2.957336E-01, 9.559410E+00, 4.017944E+02
 38430, 5.556027E-05, 7.230672E-04, 2.957861E-01, 9.555576E+00, 4.016332E+02
 38440, 5.560012E-05, 7.218843E-04, 2.958508E-01, 9.551278E+00, 4.015037E+02
 38450, 5.564137E-05, 7.209034E-04, 2.959185E-01, 9.546794E+00, 4.013962E+02
 38460, 5.568246E-05, 7.202136E-04, 2.959910E-01, 9.542347E+00, 4.013106E+02
 38470, 5.572147E-05, 7.197348E-04, 2.960664E-01, 9.538155E+00, 4.012501E+02
 38480, 5.575478E-05, 7.190629E-04, 2.961012E-01, 9.534563E+00, 4.012100E+02
 38490, 5.577533E-05, 7.190070E-04, 2.961343E-01, 9.532348E+00, 4.012288E+02
 38500, 5.576261E-05, 7.184942E-04, 2.961394E-01, 9.533577E+00, 4.013165E+02
 38510, 5.572438E-05, 7.190218E-04, 2.960294E-01, 9.537870E+00, 4.014562E+02
 38520, 5.568286E-05, 7.195178E-04, 2.958476E-01, 9.543472E+00, 4.015220E+02
 38530, 5.562427E-05, 7.199766E-04, 2.955539E-01, 9.551463E+00, 4.014921E+02
 38540, 5.561019E-05, 7.195279E-04, 2.953864E-01, 9.554265E+00, 4.013094E+02
 38550, 5.562938E-05, 7.185171E-04, 2.953963E-01, 9.552483E+00, 4.012115E+02
 38560, 5.560087E-05, 7.188152E-04, 2.952161E-01, 9.555818E+00, 4.011050E+02
 38570, 5.557364E-05, 7.194015E-04, 2.950455E-01, 9.561203E+00, 4.009966E+02
 38580, 5.559918E-05, 7.181325E-04, 2.950297E-01, 9.558456E+00, 4.008027E+02
 38590, 5.561380E-05, 7.176028E-04, 2.950098E-01, 9.556975E+00, 4.006881E+02
 38600, 5.557685E-05, 7.186211E-04, 2.947968E-01, 9.562895E+00, 4.005508E+02
 38610, 5.555311E-05, 7.179376E-04, 2.947480E-01, 9.565539E+00, 4.004446E+02
 38620, 5.549711E-05, 7.184314E-04, 2.944189E-01, 9.574188E+00, 4.001983E+02
 38630, 5.545690E-05, 7.189423E-04, 2.942050E-01, 9.580398E+00, 3.999540E+02
 38640, 5.539563E-05, 7.197339E-04, 2.936819E-01, 9.592394E+00, 3.993965E+02
 38650, 5.542864E-05, 7.181936E-04, 2.936781E-01, 9.588836E+00, 3.991326E+02
 38660, 5.545557E-05, 7.168170E-04, 2.936701E-01, 9.585960E+00, 3.989790E+02
 38670, 5.544178E-05, 7.167845E-04, 2.935129E-01, 9.587758E+00, 3.987927E+02
 38680, 5.529901E-05, 7.199078E-04, 2.929216E-01, 9.608958E+00, 3.981647E+02
 38690, 5.519308E-05, 7.211994E-04, 2.921680E-01, 9.626095E+00, 3.969656E+02
 38700, 5.517353E-05, 7.222086E-04, 2.915291E-01, 9.636992E+00, 3.960070E+02
 38710, 5.512901E-05, 7.217265E-04, 2.911754E-01, 9.643335E+00, 3.953993E+02
 38720, 5.511593E-05, 7.215593E-04, 2.906296E-01, 9.652284E+00, 3.944226E+02
 38730, 5.506655E-05, 7.222678E-04, 2.901827E-01, 9.662632E+00, 3.935473E+02
 38740, 5.496865E-05, 7.239834E-04, 2.892440E-01, 9.682067E+00, 3.920565E+02
 38750, 5.493288E-05, 7.253074E-04, 2.884738E-01, 9.696408E+00, 3.906942E+02
 38760, 5.495917E-05, 7.244167E-04, 2.881965E-01, 9.697813E+00, 3.900624E+02
 38770, 5.500239E-05, 7.216834E-04, 2.882977E-01, 9.692246E+00, 3.898749E+02
 38780, 5.503461E-05, 7.198842E-04, 2.882830E-01, 9.688599E+00, 3.897110E+02
 38790, 5.505793E-05, 7.186990E-04, 2.882069E-01, 9.686556E+00, 3.895260E+02
 38800, 5.507124E-05, 7.179159E-04, 2.881136E-01, 9.685853E+00, 3.893341E+02
 38810, 5.500956E-05, 7.192216E-04, 2.877904E-01, 9.696096E+00, 3.890486E+02
 38820, 5.490856E-05, 7.220990E-04, 2.869334E-01, 9.716518E+00, 3.879357E+02
 38830, 5.487633E-05, 7.220828E-04, 2.862604E-01, 9.728252E+00, 3.869049E+02
 38840, 5.480855E-05, 7.243293E-04, 2.853100E-01, 9.747973E+00, 3.853378E+02
 38850, 5.475168E-05, 7.258326E-04, 2.844029E-01, 9.765787E+00, 3.838012E+02
 38860, 5.465826E-05, 7.274570E-04, 2.833636E-01, 9.788130E+00, 3.819599E+02
 38870, 5.460969E-05, 7.290204E-04, 2.822864E-01, 9.807090E+00, 3.800385E+02
 38880, 5.460330E-05, 7.299083E-04, 2.813503E-01, 9.823251E+00, 3.785098E+02
 38890, 5.453473E-05, 7.311244E-04, 2.803075E-01, 9.842918E+00, 3.766095E+02
 38900, 5.449095E-05, 7.322452E-04, 2.792924E-01, 9.861808E+00, 3.748296E+02
 38910, 5.448376E-05, 7.323676E-04, 2.783997E-01, 9.875693E+00, 3.733265E+02
 38920, 5.442899E-05, 7.331251E-04, 2.774976E-01, 9.894350E+00, 3.716951E+02
 38930, 5.441716E-05, 7.340147E-04, 2.765042E-01, 9.911760E+00, 3.700480E+02
 38940, 5.439502E-05, 7.342888E-04, 2.755659E-01, 9.927352E+00, 3.684910E+02
 38950, 5.437878E-05, 7.352263E-04, 2.747011E-01, 9.943895E+00, 3.670142E+02
 38960, 5.434052E-05, 7.358201E-04, 2.737550E-01, 9.961736E+00, 3.655162E+02
 38970, 5.431343E-05, 7.368528E-04, 2.729987E-01, 9.977072E+00, 3.643036E+02
 38980, 5.433009E-05, 7.346350E-04, 2.724377E-01, 9.984068E+00, 3.633666E+02
 38990, 5.428365E-05, 7.358193E-04, 2.715632E-01, 1.000328E+01, 3.620729E+02
 39000, 5.425364E-05, 7.395009E-04, 2.702280E-01, 1.002988E+01, 3.601361E+02
 39010, 5.421252E-05, 7.398803E-04, 2.693057E-01, 1.004890E+01, 3.586481E+02
 39020, 5.424534E-05, 7.391474E-04, 2.687142E-01, 1.005838E+01, 3.576578E+02
 39030, 5.427500E-05, 7.355080E-04, 2.686680E-01, 1.005558E+01, 3.574763E+02
 39040, 5.429296E-05, 7.337288E-04, 2.684615E-01, 1.005655E+01, 3.572663E+02
 39050, 5.432185E-05, 7.319586E-04, 2.683580E-01, 1.005603E+01, 3.571105E+02
 39060, 5.436915E-05, 7.298769E-04, 2.685273E-01, 1.004959E+01, 3.572027E+02
 39070, 5.441885E-05, 7.266170E-04, 2.687743E-01, 1.004125E+01, 3.573951E+02
 39080, 5.446631E-05, 7.240565E-04, 2.689671E-01, 1.003301E+01, 3.576196E+02
 39090, 5.450685E-05, 7.225375E-04, 2.690958E-01, 1.002588E+01, 3.578720E+02
 39100, 5.453466E-05, 7.213118E-04, 2.691950E-01, 1.002090E+01, 3.581753E+02
 39110, 5.454763E-05, 7.210872E-04, 2.691899E-01, 1.001885E+01, 3.583645E+02
 39120, 5.457246E-05, 7.200386E-04, 2.692488E-01, 1.001505E+01, 3.585595E+02
 39130, 5.457554E-05, 7.195914E-04, 2.692545E-01, 1.001435E+01, 3.588867E+02
 39140, 5.456084E-05, 7.196611E-04, 2.691340E-01, 1.001760E+01, 3.590682E+02
 39150, 5.455021E-05, 7.197436E-04, 2.689656E-01, 1.002079E+01, 3.591784E+02
 39160, 5.454568E-05, 7.193624E-04, 2.688794E-01, 1.002309E+01, 3.593059E+02
 39170, 5.453811E-05, 7.194774E-04, 2.687538E-01, 1.002642E+01, 3.593970E+02
 39180, 5.453218E-05, 7.192274E-04, 2.686247E-01, 1.002980E+01, 3.595145E+02
 39190, 5.454697E-05, 7.188039E-04, 2.684894E-01, 1.003115E+01, 3.594688E+02
 39200, 5.456046E-05, 7.178558E-04, 2.685290E-01, 1.002747E+01, 3.596124E+02
 39210, 5.453945E-05, 7.180562E-04, 2.683708E-01, 1.003234E+01, 3.596810E+02
 39220, 5.451655E-05, 7.184794E-04, 2.681366E-01, 1.003929E+01, 3.596563E+02
 39230, 5.450012E-05, 7.191475E-04, 2.678471E-01, 1.004540E+01, 3.593834E+02
 39240, 5.448188E-05, 7.185261E-04, 2.676089E-01, 1.005194E+01, 3.592334E+02
 39250, 5.445756E-05, 7.196521E-04, 2.672083E-01, 1.006177E+01, 3.588358E+02
 39260, 5.447475E-05, 7.185337E-04, 2.670776E-01, 1.006233E+01, 3.586444E+02
 39270, 5.451030E-05, 7.169301E-04, 2.671966E-01, 1.005635E+01, 3.586886E+02
 39280, 5.453417E-05, 7.159212E-04, 2.672692E-01, 1.005252E+01, 3.588521E+02
 39290, 5.454398E-05, 7.152046E-04, 2.672753E-01, 1.005132E+01, 3.589666E+02
 39300, 5.454345E-05, 7.148898E-04, 2.671984E-01, 1.005231E+01, 3.589791E+02
 39310, 5.453475E-05, 7.150434E-04, 2.670119E-01, 1.005572E+01, 3.589058E+02
 39320, 5.452734E-05, 7.152634E-04, 2.668595E-01, 1.005961E+01, 3.588324E+02
 39330, 5.454053E-05, 7.143823E-04, 2.667609E-01, 1.005967E+01, 3.587600E+02
 39340, 5.456274E-05, 7.135372E-04, 2.667879E-01, 1.005711E+01, 3.588130E+02
 39350, 5.459197E-05, 7.124504E-04, 2.668852E-01, 1.005287E+01, 3.589376E+02
 39360, 5.462648E-05, 7.113654E-04, 2.670084E-01, 1.004727E+01, 3.591071E+02
 39370, 5.465977E-05, 7.104223E-04, 2.671710E-01, 1.004137E+01, 3.593033E+02
 39380, 5.467109E-05, 7.096346E-04, 2.672544E-01, 1.003831E+01, 3.595390E+02
 39390, 5.463396E-05, 7.100509E-04, 2.671907E-01, 1.004252E+01, 3.598119E+02
 39400, 5.457125E-05, 7.118356E-04, 2.667592E-01, 1.005774E+01, 3.597297E+02
 39410, 5.447563E-05, 7.147296E-04, 2.661071E-01, 1.007618E+01, 3.591316E+02
 39420, 5.444369E-05, 7.166209E-04, 2.654825E-01, 1.009209E+01, 3.583606E+02
 39430, 5.447343E-05, 7.148370E-04, 2.653981E-01, 1.009038E+01, 3.581387E+02
 39440, 5.450213E-05, 7.131539E-04, 2.654413E-01, 1.008608E+01, 3.581111E+02
 39450, 5.452934E-05, 7.121712E-04, 2.655098E-01, 1.008191E+01, 3.581729E+02
 39460, 5.455535E-05, 7.109580E-04, 2.655897E-01, 1.007781E+01, 3.582493E+02
 39470, 5.458133E-05, 7.104149E-04, 2.656495E-01, 1.007385E+01, 3.583538E+02
 39480, 5.461721E-05, 7.088450E-04, 2.657739E-01, 1.006792E+01, 3.584835E+02
 39490, 5.465971E-05, 7.069453E-04, 2.659591E-01, 1.006042E+01, 3.586501E+02
 39500, 5.468999E-05, 7.060971E-04, 2.660969E-01, 1.005458E+01, 3.588611E+02
 39510, 5.471214E-05, 7.053395E-04, 2.661647E-01, 1.005024E+01, 3.590523E+02
 39520, 5.471320E-05, 7.053567E-04, 2.662611E-01, 1.004829E+01, 3.593213E+02
 39530, 5.472514E-05, 7.048769E-04, 2.662454E-01, 1.004720E+01, 3.595346E+02
 39540, 5.474634E-05, 7.043111E-04, 2.663166E-01, 1.004343E+01, 3.596991E+02
 39550, 5.478666E-05, 7.030550E-04, 2.665002E-01, 1.003646E+01, 3.598908E+02
 39560, 5.481303E-05, 7.023694E-04, 2.666356E-01, 1.003120E+01, 3.601372E+02
 39570, 5.482932E-05, 7.019622E-04, 2.668074E-01, 1.002759E+01, 3.604503E+02
 39580, 5.482275E-05, 7.021063E-04, 2.668617E-01, 1.002734E+01, 3.607779E+02
 39590, 5.485410E-05, 7.015292E-04, 2.669542E-01, 1.002273E+01, 3.609917E+02
 39600, 5.488837E-05, 7.002954E-04, 2.671254E-01, 1.001615E+01, 3.612137E+02
 39610, 5.491120E-05, 6.998304E-04, 2.672622E-01, 1.001138E+01, 3.614391E+02
 39620, 5.492883E-05, 6.993242E-04, 2.673829E-01, 1.000758E+01, 3.617576E+02
 39630, 5.494375E-05, 6.989454E-04, 2.674872E-01, 1.000409E+01, 3.620399E+02
 39640, 5.495626E-05, 6.986148E-04, 2.675882E-01, 1.000094E+01, 3.623314E+02
 39650, 5.496546E-05, 6.983982E-04, 2.676945E-01, 9.998242E+00, 3.626291E+02
 39660, 5.496889E-05, 6.983298E-04, 2.677676E-01, 9.996258E+00, 3.629176E+02
 39670, 5.495692E-05, 6.980950E-04, 2.678437E-01, 9.996233E+00, 3.632813E+02
 39680, 5.487946E-05, 6.992335E-04, 2.677366E-01, 1.000449E+01, 3.636618E+02
 39690, 5.481918E-05, 7.010261E-04, 2.674593E-01, 1.001730E+01, 3.636523E+02
 39700, 5.465817E-05, 7.020592E-04, 2.670676E-01, 1.003204E+01, 3.635882E+02
 39710, 5.462685E-05, 7.047282E-04, 2.664874E-01, 1.005110E+01, 3.629362E+02
 39720, 5.456255E-05, 7.059922E-04, 2.658766E-01, 1.006885E+01, 3.621502E+02
 39730, 5.451478E-05, 7.070148E-04, 2.653299E-01, 1.008437E+01, 3.613622E+02
 39740, 5.447919E-05, 7.077195E-04, 2.647690E-01, 1.009963E+01, 3.604576E+02
 39750, 5.449541E-05, 7.065716E-04, 2.646517E-01, 1.009900E+01, 3.601197E+02
 39760, 5.445230E-05, 7.075007E-04, 2.641888E-01, 1.011239E+01, 3.593716E+02
 39770, 5.446427E-05, 7.083747E-04, 2.639056E-01, 1.011789E+01, 3.589440E+02
 39780, 5.448365E-05, 7.048209E-04, 2.639585E-01, 1.011379E+01, 3.588755E+02
 39790, 5.444911E-05, 7.055146E-04, 2.636700E-01, 1.012278E+01, 3.585004E+02
 39800, 5.445971E-05, 7.052995E-04, 2.634207E-01, 1.012730E+01, 3.580923E+02
 39810, 5.443352E-05, 7.057161E-04, 2.630276E-01, 1.013768E+01, 3.576147E+02
 39820, 5.440667E-05, 7.059446E-04, 2.626490E-01, 1.014578E+01, 3.570287E+02
 39830, 5.441018E-05, 7.058705E-04, 2.623855E-01, 1.015156E+01, 3.566819E+02
 39840, 5.441955E-05, 7.047167E-04, 2.622341E-01, 1.015060E+01, 3.563199E+02
 39850, 5.443062E-05, 7.041060E-04, 2.620915E-01, 1.015255E+01, 3.561332E+02
 39860, 5.443818E-05, 7.030996E-04, 2.620213E-01, 1.015293E+01, 3.560112E+02
 39870, 5.440858E-05, 7.032543E-04, 2.617155E-01, 1.016111E+01, 3.557282E+02
 39880, 5.438571E-05, 7.041547E-04, 2.612354E-01, 1.017368E+01, 3.551346E+02
 39890, 5.440028E-05, 7.029650E-04, 2.611267E-01, 1.017276E+01, 3.548673E+02
 39900, 5.441483E-05, 7.020681E-04, 2.610518E-01, 1.017251E+01, 3.547373E+02
 39910, 5.443175E-05, 7.010766E-04, 2.610239E-01, 1.017127E+01, 3.546513E+02
 39920, 5.444326E-05, 7.005152E-04, 2.610080E-01, 1.017086E+01, 3.546947E+02
 39930, 5.443667E-05, 7.007528E-04, 2.608725E-01, 1.017349E+01, 3.546282E+02
 39940, 5.440305E-05, 7.013035E-04, 2.604710E-01, 1.018323E+01, 3.541640E+02
 39950, 5.437857E-05, 7.025698E-04, 2.602170E-01, 1.019326E+01, 3.538772E+02
 39960, 5.439389E-05, 7.019039E-04, 2.599833E-01, 1.019546E+01, 3.535423E+02
 39970, 5.441143E-05, 7.008994E-04, 2.599567E-01, 1.019431E+01, 3.534417E+02
 39980, 5.443389E-05, 6.995958E-04, 2.599794E-01, 1.019154E+01, 3.534311E+02
